id,group,message,historical_reply,reply_id,created_at,intent,escalate,label_reason,annotator
953144,f9bf581665aae67569291eb70ca6735e41524ed727789a28e857e18d695a5869,OK so [USER] why is my numbered limited edition [USER] vinyl not numbered ??? [URL],[USER] I'm sorry it arrived like that! You can look at return options if you'd like by clicking the link: [URL] ^GL,953142,Sat Oct 21 20:49:45 +0000 2017,,,,
1387295,f9bf581665aae67569291eb70ca6735e41524ed727789a28e857e18d695a5869,[USER] why hasn't my order been shipped yet it was released yesterday annoyed yet again,"[USER] Hi, what is the tracking information showing on your parcel ?You can check here : [URL] ^CR",1387293,Sat Oct 28 09:31:19 +0000 2017,,,,
2184892,f9bf581665aae67569291eb70ca6735e41524ed727789a28e857e18d695a5869,I will never ever use [USER] [USER].co.uk what a disgusting service 💀💀,"[USER] Terribly sorry for your previous experience! W/o sharing any personal info, what problems are you running into? ^JZ",2184890,Thu Oct 19 13:03:00 +0000 2017,,,,
2235589,f9bf581665aae67569291eb70ca6735e41524ed727789a28e857e18d695a5869,[USER] who do I email a complaint too,[USER] We're here to help! Without adding personal/account information can you tell us more about what happened? ^ME,2235588,Thu Oct 19 16:53:21 +0000 2017,,,,
2680896,f9bf581665aae67569291eb70ca6735e41524ed727789a28e857e18d695a5869,[USER] why is my order taking so long it still hasn't been shipped and tells me to expect it by the 2nd like really,[USER] Sometimes items need additional processing time which can delay the available shipping times. Has your delivery changed? ^CN,2680895,Tue Oct 31 15:22:21 +0000 2017,,,,
2838462,6da9b0fc5df36fb4a88080b87861aa9807e006d5b5de65a8d16e15b40e2f9c41,"Free idea for [USER]. If there’s a product that’s on either my list or a list I have access to (i.e., my wife’s), notify me when it’s up for a cyber monday/black friday deal.
If this is already implemented, I’m fine with being told I’m an idiot.","[USER] I will be happy to pass along your concerns to the proper team, John! You can always reach out here: [URL] to leave your ideas or concerns. ^FR",2838461,Mon Nov 27 16:02:55 +0000 2017,,,,
2910420,4759c46a2808069bc602f6e2d62206a24f6890a3a8fd4c97bdc25441819228ef,So [USER] have delivered my parcel to a house that doesn't even exist....cheers 👍🏼,"[USER] I'm so sorry for the mix up, Rebecca! We'd like to make sure this is taken care of! Please reach out to us via phone or chat here: [URL] ^AR",2910419,Tue Nov 28 21:16:47 +0000 2017,,,,
1212721,6985596761c1c022eb6b00e0823c7542a2afda943b5aa54a487ce65d9a90ebed,[USER] Please stop using the [USER]. Your own delivery service is just as bad. #primeisworthless,"[USER] I'm sorry to hear that. W/out giving any order/account specific details, can you let us know what happened please? ^KM",1212719,Wed Oct 25 12:40:48 +0000 2017,,,,
1037411,2fec7381fb96948152ac7e09ea7841615e77821da5569cf3266ca541f7314269,.[USER] Is there any issue with the mobile App. It is not diagnosing the phone. Stuck at Start diagnostics page.,"[USER] That's strange, Dikshit. Could you tell us what error you're seeing while opening the app? ^NK",1037409,Sat Oct 14 18:14:52 +0000 2017,,,,
2217276,2fec7381fb96948152ac7e09ea7841615e77821da5569cf3266ca541f7314269,.[USER] Not happy with delivery services. Despite of being my order arriving in Ahbd yesterday. Still not delivered to me.,[USER] Sorry to know about the delay. Could you confirm your estimated date of delivery? ^MS,2217274,Thu Oct 19 14:56:50 +0000 2017,,,,
983831,a130e21849c7d67ba15d8e609f1648996c1902566467b59fede546280fd10cad,[USER] what a fuking service by Amazon,[USER] Wonder what makes you say so. A little more context on what troubles you would be helpful. Keep us posted. ^AB,983827,Sun Oct 22 09:16:52 +0000 2017,,,,
984227,a130e21849c7d67ba15d8e609f1648996c1902566467b59fede546280fd10cad,"[USER] 7 days a week , what a joke",[USER] We have responded to you here: [URL] Kindly check. ^MP,984225,Sun Oct 22 09:54:00 +0000 2017,,,,
984660,a130e21849c7d67ba15d8e609f1648996c1902566467b59fede546280fd10cad,[USER] go back you care and told them Pls talk to my on my cell [NUMBER],"[USER] Hence, please reach out to us from the link shared by 'SH' and we will assist accordingly. (2/2)^HR [USER] As this is a social media platform, we can't view your account/order details. (1/2)^HR [USER] Also, as this is being the social platform, please don't provide order details, as we consider it personal information.^HR","984661,984662,984659",Sun Oct 22 10:18:22 +0000 2017,,,,
1662572,7175e8ce95e1187fd682a2b33a938188c653ba6a2d17dda56dc373dd1914099d,"[USER] Hi Guys, who can I speak to about the Amazon Seller account I use? Homepage button doesn’t do anything. Can’t get in to account [URL]","[USER] Hi Lee, have you tried logging out, clearing the cache/cookies on your web browser, restarting & trying again? ^TS",1662570,Mon Nov 06 09:27:28 +0000 2017,,,,
254667,0e1f3a28c1736b22c77cd956eb2a0f309d510966bf036b1240ea2fbda81c23dc,[USER] maybe consider your packing for an SD card. I had it delivered to home because I assumed it would easily fit through letterbox! [URL],"[USER] We're always looking for areas to improve! Please, do submit direct packing feedback here: [URL] ^JE",254666,Thu Oct 05 18:09:39 +0000 2017,,,,
2346280,02c6335f0bcd3606cb2d8b864fbbe45c4f5d081d1469452a420e7be05481e981,"[USER] It appears you have delivered my parcel to someone else. Order status is marked as ""handed to resident"" when it was not handed to resident at all.","[USER] I'm sorry to hear of the missed delivery, Jason! Please try the tips listed here to recover it: [URL] Let us know if that helps! ^CS",2346279,Mon Nov 13 15:57:42 +0000 2017,,,,
1773008,0414fd00b71c96921046d022ea4a79346d9b70fe15164fe8aae6487587869180,[USER] Why can’t AMZL ever driver anything on time? Preordered Xbox One X in August and for months delivery was for today yet at 7:30 (said by 8 prior) now it says if it’s not here by the 10th come back for more options. Ridiculous.,[USER] I apologize for the delay. Please let us know if you don't receive it by November 10th. We want to make sure you get it! ^MO,1773007,Wed Nov 08 01:43:08 +0000 2017,,,,
1773291,0414fd00b71c96921046d022ea4a79346d9b70fe15164fe8aae6487587869180,[USER] [USER] Why can’t AMZL ever deliver on time? Preordered in August and 30 minutes before the 8pm deadline it’s magically late. #disappointing,"[USER] I'm so sorry. Just to confirm, did we miss the delivery date in your confirmation e-mail here: [URL] ^LH",1773289,Wed Nov 08 02:03:14 +0000 2017,,,,
1773523,0414fd00b71c96921046d022ea4a79346d9b70fe15164fe8aae6487587869180,[USER] your #AMZL service is just terrible. Repeatedly late shipments. Never happened with [USER] and [USER]. Even [USER] far exceeds AMZL.,[USER] I'm so sorry about this poor experience. We'd like to assist. Please give us more information here: [URL] ^BE,1773521,Wed Nov 08 02:32:43 +0000 2017,,,,
2909176,c9816262b7604b00a1da4f9c86b2c662265e69958a37862a2d5c98ed12df9bdf,"[USER] £34.98 has randomly been taken from my bank account, for something I have definitely not paid for?","[USER] I'm so sorry for this unexpected charge, Emma. Do you have any subscriptions that are up for renewal? You can check more info here: [URL] ^HS",2909175,Tue Nov 28 20:50:11 +0000 2017,,,,
2276130,2b3ca77b0624f8237c1f533fbf53c698806f05d41a43fb9389a9b3cbae33159b,How does one go about requesting for a CL increase to an Amazon Prime Credit card account? [USER] [USER],"[USER] You would need to contact Chase Bank, the issuer of the Amazon Prime Visa! ^ZW",2276129,Sat Nov 11 17:11:48 +0000 2017,,,,
1912588,6565c3c94f2238a705c57ca56ae09d14d312c62fd15bf55fbe798a441a89922e,"e quando vão vender o box de soa no brasil, [USER] [URL]","[USER] No momento não temos previsão, mas continua de olho no site e mídias sociais para ficar sabendo das nossas novidades. ^DA",1912587,Wed Oct 18 13:45:25 +0000 2017,,,,
2198985,e570408b6adcc150e69a77c8249ac0acbabc2b0ba96764196d878b80d85d8186,WHERE THE FUCK IS MY BLENDER [USER],"[USER] I'm sorry for the wait. Have we missed the delivery date provided on your order confirmation e-mail? To see the latest tracking update for your order, please go here: [URL] ^MB",2198984,Fri Nov 10 01:44:24 +0000 2017,,,,
1537538,3de551b8da6fa613fef66d9bf74e5c1cbf44d2629c044e3f3fafeecc9744c6db,[USER] is there any way of me paying more to get a parcel here quicker? I selected standard delivery but I wanted it quicker,"[USER] If your order hasn't dispatched, you may be able to change the delivery method here: [URL] ^LI",1537536,Sat Nov 04 01:03:44 +0000 2017,,,,
1556319,ff55f036bf8738eabb2cfc47b3dc841ea67e8a52fe812e16d650cf8cdd214c04,[USER] can I not use an Amazon Gift Card on [URL] What’s the point of linking the accounts then?,"[USER] No, Amazon gift cards are for Amazon. ^MC",1556317,Sat Nov 04 12:14:12 +0000 2017,,,,
1315571,2c61521bd19f73c3bed502c87f5006fc2ae38c6c8a8bda6d8c71ad059bb3cc76,Any plans to reduce #OnePlus5 phone price after 5t launch in India? Dream phone but not able to buy it 😭☹️ [USER] [USER] [USER],[USER] We don't have any announcements in this regard yet. Kindly stay tuned. ^AP,1315569,Fri Oct 27 07:23:17 +0000 2017,,,,
1558047,f15a537fd7d8dfa22a4efc6155b96fb5dddda3393b57f2a7995c9ba07128ef13,"[USER] hi I am trying to set up multi-room music across my echo and dot but when I select one, the other becomes unavailable. Help?",[USER] Play the same song from multiple Echo devices by synchronizing them in the Alexa app! Learn how here:[URL] ^ZW,1558045,Sat Nov 04 12:46:15 +0000 2017,,,,
210526,31a92d7711ab7e183425c035e4cc434e3ca571841e1bb3b8804fadb6fc2ad5d2,2nd time failed frm pymnt gatway fr bokng iphone6 32Gb gray cost 20k thn imdate incrsd to [NUMBER].Wht's offr running don't undrstnd [USER] [URL],[USER] We apologize for this. I am sharing your comments internally to work on. ^CB,210524,Wed Oct 04 18:13:27 +0000 2017,,,,
1071040,31a92d7711ab7e183425c035e4cc434e3ca571841e1bb3b8804fadb6fc2ad5d2,Items has not been delivered yet but order status delivered. So cancelled the order#[ORDER_ID]. [USER] [USER] [URL],"[USER] Please connect with our support team here: [URL] for any further assistance. ^HA [USER] Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^HA","1071039,1071041",Mon Oct 23 16:01:36 +0000 2017,,,,
2914603,6dd617acbbff4d1ef1e754e4086b43bd31695643f38e52adcd632e97c51ce73b,Such a large envelope for such a small book. [USER] should be ashamed at this waste. [URL],"[USER] I'm sorry for the trouble this may have caused! We appreciate your feedback regarding the packaging of your order. When you have the chance, we'd like to hear more about this! Please provide more details here: [URL] ^VB",2914602,Tue Nov 28 22:29:50 +0000 2017,,,,
680443,073b41212ad0f3058f624d7f512c5364cd5508b0d7a906d27787b6c43518065d,"People are still thinking of getting [USER] Prime Memebership meanwhile I received a mail for Renew.
[USER] any offer available ? [URL]","[USER] Time does fly by, haha! You're getting the chance to renew the prime again at Rs. 499. ^HD",680441,Sun Oct 01 18:06:24 +0000 2017,,,,
2245438,d556b23c9d764b9eb610493d7ca51154428d4b38d89fe0dbf5ef78c09dd30942,Amazon does not allow any direct phone calls for inquiries.  They are blocking their customers from contacting them about issues.,"[USER] I'm sorry if you've been unable to reach us. We have several Customer Service teams and when you use [URL] it will route you to the right team. If you're unable to reach us through that link, let us know. ^MG",2245437,Sat Nov 25 15:01:36 +0000 2017,,,,
934276,a191c0d3937c5694754a8fcb0a36c265460275a8c6968627b16fba27fb3d20d2,"Me habéis cobrado un mes de Amazon Prime cuando ni si quiera estoy suscrita, ¿Me explicáis? [USER]","[USER] Hola, lamento lo sucedido, por este medio no contamos con acceso a tu cuenta (1/2) [USER] (2/2) ¿Has entrado en contacto con nuestro Servicio al Cliente para verificar lo sucedido? ^AZ","934275,934277",Sat Oct 21 17:40:13 +0000 2017,,,,
1826117,e8cdb5c5647611b2bab17523d62ae1b1860a0cef0a89a558110c24a9eac548c5,Really [USER] a box for two small batteries #waste #excessbaggage #amazon [URL],"[USER] We’re always looking to improve, and would love for our Packaging team to hear about this: [URL]  ^ST",1826116,Wed Oct 18 04:12:33 +0000 2017,,,,
770079,31976f8e793c4d8a37f53f35eb07e3c7abed245185b0e74f570532af228a1f18,Shadow of War just got delivered to the house. You've done well [USER],"[USER] Yay! Glad it arrived, Chris! Enjoy the game! 🎮 ^AD",770078,Wed Oct 11 22:28:42 +0000 2017,,,,
930454,88cc23a1e9dc92ba872938eda0767ae7d454b2adf8675f848786ac4d17e3e24a,". [USER] Till today i had a great belief on this website but after receiving today's product i changed my mind ...""waste"" website",[USER] Sorry for the trouble. We'd like to help. Kindly get in touch with our support team here: [URL] ^AR,930453,Sat Oct 21 11:12:42 +0000 2017,,,,
577749,1ea87749ae09e7e64d15995326b22a13e924996265268048ad76da948a7e6fe6,[USER] you should be careful who you get to deliver your parcels they damaged our grass then full of abuse [URL],"[USER] Hi Peter, I am so sorry to see this is completely unacceptable behavior. Please fill out this form:  [URL]  and one of our team will be in touch, ^HS",577748,Sun Dec 03 09:54:08 +0000 2017,,,,
183514,9ceaeaac373d25b1c1744304be961060a1b133f35eed6c0462fdf8b882ac7295,"40minutos con [USER] al teléfono y no me han ayudado, encima ni es gratuito la atención al cliente :D","[USER] Hola Logi, sentimos lo ocurrido, ¿podrías comentarnos más sobre lo que ha ocurrido sin publicar detalles de tu cuenta? ^DA",183512,Wed Oct 04 11:35:22 +0000 2017,,,,
549427,5ce4dc8451c534e37d97abca47c287c28797a5e3577ccf975d4bab495ffe35d0,[USER] Gracias llego mi producto a tiempo nunca me fallan chicos. [URL],[USER] ¡Qué emoción! 🤗 ¿Ya estás listo para iniciar el juego? 🎮🙌 ^LG,549426,Sat Dec 02 18:28:54 +0000 2017,,,,
2312740,5ce4dc8451c534e37d97abca47c287c28797a5e3577ccf975d4bab495ffe35d0,Siempre puntuales! Gracias [USER] [USER] #TheEvilWithin2 #ps4 [URL],"[USER] Con mucho gusto, Crono. 😊 ¿Ya lo estrenaste? 🙂 ^JQ",2312739,Thu Oct 19 22:12:48 +0000 2017,,,,
2513646,540eea672b587fb8e5c837401db7643e133c9403f29fac7fcfd5f1226f972824,"[USER] 2 parcels arrived yesterday, one is bashed with a dent in it and the other has ripped lining!",[USER] My apologies Nikki. Were the contents damaged? ^DC,2513645,Mon Oct 30 06:59:30 +0000 2017,,,,
1305178,934d91d6950fe989613f5fd1d0230c1bfa22444763fd3ef6f3086d098e4bf50e,"Hey [USER], why do I not have actual 2 free two shipping as an option? Tell me again why I pay that prime membership fee? [URL]","[USER] Hey Hilda, you can find how we calculate shipping dates here: [URL] Let us know if this helps! ^LS",1305176,Fri Oct 27 01:59:37 +0000 2017,,,,
1415568,934d91d6950fe989613f5fd1d0230c1bfa22444763fd3ef6f3086d098e4bf50e,This is my 3rd time buying something on [USER] prime and facing this as my free “2 day” shipping option. You guys are atrocious [USER] [URL],[USER] Two Day shipping is from when the item ships not when the item is ordered. More info here:[URL] ^BA,1415566,Thu Nov 02 02:22:27 +0000 2017,,,,
224824,713c6684bba43b0fe992ee997de9572dd563528b8a3a31845ecb4e635593d14a,"[USER] la semana pasada compré 2 almuhadas de viaje que van fatal,producto deficiente. Que alternativas de dáis? Estoy en EEUU.","[USER] Hola, puedes gestionar una devolución desde el sitio web: [URL] ^AR",224823,Thu Oct 05 05:43:12 +0000 2017,,,,
2489018,218de4c4d7676d0f3dbb109b422d3b5a416ac699b67b9a4bc45f828378a1111e,"I️ love Amazon Prime, that is all!",[USER] We love that you love it! Thanks for being an awesome customer! 😁📦 ^TG,2489017,Sun Nov 26 16:51:16 +0000 2017,,,,
55044,4c44a8f3915a71414ac732c1684e43a27f1778411a4be6ea4994ccc41d37b632,"where my AR view at [USER] 

[URL] [URL]","[USER] Have you had a chance to check for updates on the app? If this doesn't work, please try to uninstall and reinstall the app. ^GR",55042,Wed Nov 01 19:12:57 +0000 2017,,,,
1688769,3cecddaa53107a19cff71e49d91f7d50cc0e0b7b9bd73030f73252bc871bc768,Really [USER] ? Two light sabres from the same place sent in two massive boxes with a mile of paper in each. #notenvironmentallyfriendly [URL],"[USER] Hey Alice, I'm sorry! Please leave feedback here to help us improve  [URL] ^AT",1688768,Sat Nov 25 13:28:39 +0000 2017,,,,
2600853,7c1ce5910a5a0f88cabb42b611b4034ac67b434aa14287a9e6b41e55e2cd563a,[USER] EQ0001544783. Necesito saber a qué vecino han dejado este pedido ya que no me lo han comunicado. Es por no ir puerta por puerta mendigando. Gracias,"[USER] Hola, lamentamos lo sucedido. El pedido que nos comentas, ¿Fue vendido por Amazon o por un vendedor externo? ^AV",2600852,Fri Nov 17 07:19:18 +0000 2017,,,,
172250,df3a573aa2c715e2ca89c038edfde35b09a7c3230cc9b2da0f2fc73e45ebc77b,[USER] why are your drivers so lazy?,[USER] Hello there! We're here to help. Are you having issues with a current order? ^JP,172249,Fri Nov 24 22:36:27 +0000 2017,,,,
2436404,df3a573aa2c715e2ca89c038edfde35b09a7c3230cc9b2da0f2fc73e45ebc77b,"Thank you [USER] for screwing up another order. I’m done, ordering from amazon is no longer a convenience.....",[USER] I'm sorry there have been problems with your orders. Please contact us directly for options here: [URL] ^JF,2436403,Sun Oct 29 14:52:15 +0000 2017,,,,
2974894,7e4426b20a61b65ec19e517bbccbfee9060fc8b51dc98b857085bf3e0357bac9,"[USER] via #UPS 3 days ago: “your package is out for delivery.”
UPS now: “a carrier delay has occurred.....” loosely translated: “we have no idea where your pkg is.....”","[USER] I'm very sorry for the delay. Whenever you have a chance, reach out to us here: [URL] We'd be happy to look into options in real-time with you. ^SK",2974893,Thu Nov 30 02:34:08 +0000 2017,,,,
1568798,8b958ba7492aa79b9de3fcbd2a9def7a6d74834db906fb50b054db10a4f64d16,"[USER]  Amazon customer care is not connecting I need urgent call back on [NUMBER] 
Can some call me",[USER] Kindly arrange a call back via: [URL] we'll be happy to help. (1/2) [USER] Please don’t provide your order details as we consider them to be personal info. Our page is visible to public. ^SG(2/2),"1568799,1568794",Sat Nov 04 14:54:09 +0000 2017,,,,
330923,94c8ec8f9ef351178cd1f3ceec9357520bc95659625db39b77b8a5f5bfd67bd5,"[USER] [USER]  I want to buy ""
Adiko High Back Office Chair (Cream) by Adiko""  but when I proceed for payment .","[USER] Sorry about the unavailability of service in your area. Due to certain restrictions, we'll not be (1/2) ^HD [USER] able to deliver products at all pincodes. Request you to try an alternative address. (2/2) ^HD","330930,330920",Sat Oct 07 17:38:37 +0000 2017,,,,
783340,deb558de5e7ede5b208269dc310e0525aed1ee20982b93285e349564b850b315,"[USER] [USER] [USER] [USER] I have raised this concern multiple times,when I am in free tier why am I being charged?Care to answer [URL]",[USER] I'm sorry for any frustration this may have caused. Please reach us here: [URL] so we can take a look.  ^AG,783338,Sat Oct 28 02:31:17 +0000 2017,,,,
900887,deb558de5e7ede5b208269dc310e0525aed1ee20982b93285e349564b850b315,[USER] [USER] you can suspend my account if you wish to. But why should I pay u if my instances are unused for so many months ??,[USER] I was unable to comprehend. Could you elaborate the query? We'd like to help. ^VM,900885,Sat Oct 21 04:27:32 +0000 2017,,,,
2216684,deb558de5e7ede5b208269dc310e0525aed1ee20982b93285e349564b850b315,[USER] [USER] can someone help please ??? [URL],[USER] May I please know when did you receive your Echo device? ^SI,2216682,Fri Nov 10 07:02:35 +0000 2017,,,,
1366245,d47f9dc2f9feda948ac11e038765257e5fdc4f501be3280e90a5eab2b553536e,S/o to [USER] for delivering an open & empty package & blaming [USER] would love to know how a ripped open empty package gets delivered 🤔😒😡 [URL],[USER] Oh no! Let's look into all of your available options with you when you get a chance here: [URL] ^DW,1366244,Fri Oct 27 21:53:39 +0000 2017,,,,
153707,e9007893489ee5733c2b82aed53f5a2a0c15ca9317ead9fde6c5d7046b923e28,[USER] I ordered a PS plus 1 year subscription but it says additional verification required help please,"[USER] Hello Tee, have you received any emails from us regarding the order? ^TE",153705,Fri Nov 24 16:12:22 +0000 2017,,,,
2985527,99c84b9dba0759727afc752ac3f7b449b92db2a13e1c1ce886862f6052ddb6d1,"[USER] trying to contact you about a parcel that’s was “handed to resident” on Tuesday, but wasn’t seems impossible 😳 help please! #Stressed",[USER] I'm sorry for the delivery experience. We'd like to help if we can. Please reach out to us here so we can look into this together: [URL] ^MO,2985526,Thu Nov 30 06:28:10 +0000 2017,,,,
1280782,554cb7e59b69e64446f8f18ec83ea8d8ed1b169f045df8c20d61363968933998,Very displeased with [USER]’s customer service. they will disconnect without giving a resonable solution. Will def. be cancelling Prime.,[USER] I apologize for the poor experience. This isn't what we like to hear! What options were you given when you spoke with us? ^FD,1280780,Thu Oct 26 19:18:26 +0000 2017,,,,
91241,96f7a64e4f9611a46060dd47988f8575f75b088b58f184717b4d7ae4a0e865e3,Ooh baby! Look what Just arrived in the mail [USER] ahead of schedule THX to [USER] [URL],"[USER] Hi Paulo, this book is amazing! You'll love it! 😍❤ ^DA",91240,Thu Nov 30 15:22:56 +0000 2017,,,,
2806617,badbd5bcdee7180a86c920e75f691126157851ec655f9eaafba6f5ba303a3609,Amazon really charged me for a full year worth of prime membership AND is charging me monthly. I hate my life,"[USER] This isn't what we like to hear! Are you seeing the charge on two different accounts? Also, to cancel Prime, please visit this page: [URL] ^BH",2806616,Wed Nov 22 03:44:57 +0000 2017,,,,
570820,db3151a468ae802407ce1f17c572268e0f74cd9ce6b4025e822fcd2d3ec4408c,"[USER] I know I’m using a free trial of Amazon Prime, but this really doesn’t bode well for me renewing it after the trial ends. [URL]","[USER] I'm sorry for the delay! Although rare, shipments can sometimes be delayed due to unforeseen circumstances. Please let us know if your order hasn't arrived on December 6 by 8 PM. ^LR",570819,Sun Dec 03 03:42:38 +0000 2017,,,,
810244,14cb2b78a172fbf3fca2930b4b2d8769d11a40ffaf9af4a6ee52de9bca284c47,[USER] j'ai commandé un article le suivi de commande le dit livré mardi hors il n'y a rien dans ma boite aux lettres,"[USER] Br, je suis désolé d’apprendre cela, je vous suggère de contacter notre SAV pour ouvrir une enquête à ce sujet. Merci ^RA",810243,Thu Oct 12 18:54:38 +0000 2017,,,,
1533666,568ab218263be98967951e8b7f19c03ae9efff14d395444fb7c00662a9cbb252,[USER] Apalling customer service for deliveries yet again!!!!!!!,"[USER] This isn't what we strive for! Without sharing any account or order details, will you tell us what happened? ^DW",1533664,Fri Nov 03 23:34:55 +0000 2017,,,,
2960491,e398bf1eaa42b3b3d4b0af08447997e7137a083c2469dde87a584ea86db30399,For fucks sake [USER] still not received my package that was meant to be delivered on Saturday!,[USER] I'm sorry your item hasn't arrived as expected! What's the latest tracking status show here: [URL] ^KP,2960490,Wed Nov 29 20:41:12 +0000 2017,,,,
815514,ea943ab685f814b84e847669c8b7d370bd15485ddf9b79bbdf80be464904aaa0,"[USER]  I have four orders which needs to be delivered by thursday.
Check with [NUMBER]/[NUMBER]","[USER] We dispatch packages to meet the estimate delivery dates. Could you please let us know the estimate dates for your (1/2) ^MO [USER] orders? Please don't provide your phone number, we consider this personal info. Our page is visible to the public. (2/2) ^MO","815513,815515",Tue Nov 07 14:58:06 +0000 2017,,,,
428277,b8e9cdb0f8e892281fd43b306f9028eaac9d4b411d48c852e483fac4b87a8145,"Mi niña ya llego 😍😍😍😍 
#ClarkeGriffin 
[USER] [URL]","[USER] Woow amamos tu nueva mini Clarke 😍, ¿es la única de tu colección ? ^MB",428275,Tue Oct 10 13:31:34 +0000 2017,,,,
512394,9d24c88d23e50bf022d738821cfa42a4b77e2fb91a799756e351284832a67fed,"Hey [USER] based on the current events in the news, it would be great if your rep didn’t say things like “I really like the sound of your voice.”","[USER] This is never the level of service we expect, Erin. We take these matters seriously, and we'd like to look into this. When you get a chance, please send us your details here: [URL] ^JM",512393,Fri Dec 01 23:20:13 +0000 2017,,,,
2226457,cf52788cfc68172faa031388c03500af71f2509eea1da07698b2d317e243ec30,Mi ha appena suonato il corriere di Amazon😏 #Repuation,[USER] 😍 ^PS [URL],2226456,Fri Nov 10 10:07:12 +0000 2017,,,,
602336,29420a34c560ea82078e111203f65131855ac9fd7df82d99b64141e3856a1e92,cuando [USER] perdio mi paquete [URL],"[USER] Hola Eduardo, lamentamos los inconvenientes que hayas tenido. Puedes indicarnos ¿en este momento tienes algún pedido pendiente de entrega? Estaremos encantados de ayudarte. ^MZ",602334,Sun Dec 03 21:45:00 +0000 2017,,,,
2019839,b9a09160d7281e080e0afcc3c9b6b192f4046f560777ac0024694376919a2816,[USER] do u work 24/7,[USER] You can contact in directly 24/7 by using this link: [URL] ^GL,2019838,Wed Oct 18 20:49:32 +0000 2017,,,,
